日期,城市,用户目标,换电柜目标,电池目标,电池配比目标,柜效目标
2025-10-22,常州市,3000,204,4785,1.60,14.71
2025-10-22,无锡市,1300,200,4785,3.68,6.50
2025-10-22,武汉市,3000,350,8120,2.71,8.57
2025-10-22,温州市,2000,180,4350,2.18,11.11
2025-10-22,芜湖市,550,57,1200,2.18,9.65
2025-10-22,苏州市,11500,829,20445,1.78,13.87
2025-10-22,青岛市,500,0,0,0.00,0.00
2025-10-23,南京市,7600,400,9860,1.30,19.00
2025-10-23,南通市,1300,120,2850,2.19,10.83
2025-10-23,宁波市,5500,447,9715,1.77,12.30
2025-10-23,常州市,3000,204,4785,1.60,14.71
2025-10-23,无锡市,1300,200,4785,3.68,6.50
2025-10-23,武汉市,3000,350,8120,2.71,8.57
2025-10-23,温州市,2000,180,4350,2.18,11.11
2025-10-23,芜湖市,550,57,1200,2.18,9.65
2025-10-23,苏州市,11500,829,20445,1.78,13.87
2025-10-23,青岛市,500,0,0,0.00,0.00
2025-10-24,南京市,7600,400,9860,1.30,19.00
2025-10-24,南通市,1300,120,2850,2.19,10.83
2025-10-24,宁波市,5500,447,9715,1.77,12.30
2025-10-24,常州市,3000,204,4785,1.60,14.71
2025-10-24,无锡市,1300,200,4785,3.68,6.50
2025-10-24,武汉市,3000,350,8120,2.71,8.57
2025-10-24,温州市,2000,180,4350,2.18,11.11
2025-10-24,芜湖市,550,57,1200,2.18,9.65
2025-10-24,苏州市,11500,829,20445,1.78,13.87
2025-10-24,青岛市,500,0,0,0.00,0.00
2025-10-25,南京市,7600,400,9860,1.30,19.00
2025-10-25,南通市,1300,120,2850,2.19,10.83
2025-10-25,宁波市,5500,447,9715,1.77,12.30
2025-10-25,常州市,3000,204,4785,1.60,14.71
2025-10-25,无锡市,1300,200,4785,3.68,6.50
2025-10-25,武汉市,3000,350,8120,2.71,8.57
2025-10-25,温州市,2000,180,4350,2.18,11.11
2025-10-25,芜湖市,550,57,1200,2.18,9.65
2025-10-25,苏州市,11500,829,20445,1.78,13.87
2025-10-25,青岛市,500,0,0,0.00,0.00
2025-10-26,南京市,7600,400,9860,1.30,19.00
2025-10-26,南通市,1300,120,2850,2.19,10.83
2025-10-26,宁波市,5500,447,9715,1.77,12.30
2025-10-26,常州市,3000,204,4785,1.60,14.71
2025-10-26,无锡市,1300,200,4785,3.68,6.50
2025-10-26,武汉市,3000,350,8120,2.71,8.57
2025-10-26,温州市,2000,180,4350,2.18,11.11
2025-10-26,芜湖市,550,57,1200,2.18,9.65
2025-10-26,苏州市,11500,829,20445,1.78,13.87
2025-10-26,青岛市,500,0,0,0.00,0.00
2025-10-27,南京市,7600,400,9860,1.30,19.00
2025-10-27,南通市,1300,120,2850,2.19,10.83
2025-10-27,宁波市,5500,447,9715,1.77,12.30
2025-10-27,常州市,3000,204,4785,1.60,14.71
2025-10-27,无锡市,1300,200,4785,3.68,6.50
2025-10-27,武汉市,3000,350,8120,2.71,8.57
2025-10-27,温州市,2000,180,4350,2.18,11.11
2025-10-27,芜湖市,550,57,1200,2.18,9.65
2025-10-27,苏州市,11500,829,20445,1.78,13.87
2025-10-27,青岛市,500,0,0,0.00,0.00
2025-10-28,南京市,7600,400,9860,1.30,19.00
2025-10-28,南通市,1300,120,2850,2.19,10.83
2025-10-28,宁波市,5500,447,9715,1.77,12.30
2025-10-28,常州市,3000,204,4785,1.60,14.71
2025-10-28,无锡市,1300,200,4785,3.68,6.50
2025-10-28,武汉市,3000,350,8120,2.71,8.57
2025-10-28,温州市,2000,180,4350,2.18,11.11
2025-10-28,芜湖市,550,57,1200,2.18,9.65
2025-10-28,苏州市,11500,829,20445,1.78,13.87
2025-10-28,青岛市,500,0,0,0.00,0.00
2025-10-29,南京市,7600,400,9860,1.30,19.00
2025-10-29,南通市,1300,120,2850,2.19,10.83
2025-10-29,宁波市,5500,447,9715,1.77,12.30
2025-10-29,常州市,3000,204,4785,1.60,14.71
2025-10-29,无锡市,1300,200,4785,3.68,6.50
2025-10-29,武汉市,3000,350,8120,2.71,8.57
2025-10-29,温州市,2000,180,4350,2.18,11.11
2025-10-29,芜湖市,550,57,1200,2.18,9.65
2025-10-29,苏州市,11500,829,20445,1.78,13.87
2025-10-29,青岛市,500,0,0,0.00,0.00
2025-10-30,南京市,7600,400,9860,1.30,19.00
2025-10-30,南通市,1300,120,2850,2.19,10.83
2025-10-30,宁波市,5500,447,9715,1.77,12.30
2025-10-30,常州市,3000,204,4785,1.60,14.71
2025-10-30,无锡市,1300,200,4785,3.68,6.50
2025-10-30,武汉市,3000,350,8120,2.71,8.57
2025-10-30,温州市,2000,180,4350,2.18,11.11
2025-10-30,芜湖市,550,57,1200,2.18,9.65
2025-10-30,苏州市,11500,829,20445,1.78,13.87
2025-10-30,青岛市,500,0,0,0.00,0.00
2025-10-31,南京市,7600,400,9860,1.30,19.00
2025-10-31,南通市,1300,120,2850,2.19,10.83
2025-10-31,宁波市,5500,447,9715,1.77,12.30
2025-10-31,常州市,3000,204,4785,1.60,14.71
2025-10-31,无锡市,1300,200,4785,3.68,6.50
2025-10-31,武汉市,3000,350,8120,2.71,8.57
2025-10-31,温州市,2000,180,4350,2.18,11.11
2025-10-31,芜湖市,550,57,1200,2.18,9.65
2025-10-31,苏州市,11500,829,20445,1.78,13.87
2025-10-31,青岛市,500,0,0,0.00,0.00
2025-11-01,南京市,6830,295,9220.5,1.35,23.15
2025-11-01,南通市,1206,75,1688.4,1.40,16.08
2025-11-01,宁波市,4754,378,6655.6,1.40,12.58
2025-11-01,常州市,2641,181,3697.4,1.40,14.59
2025-11-01,无锡市,1032,99,1444.8,1.40,10.42
2025-11-01,武汉市,2819,202,3946.6,1.40,13.96
2025-11-01,温州市,1415,183,1981,1.40,7.73
2025-11-01,芜湖市,521,49,729.4,1.40,10.63
2025-11-01,苏州市,10253,685,14354.2,1.40,14.97
2025-11-01,青岛市,567,141,793.8,1.40,4.02
2025-11-02,南京市,6830,295,9220.5,1.35,23.15
2025-11-02,南通市,1206,75,1688.4,1.40,16.08
2025-11-02,宁波市,4754,378,6655.6,1.40,12.58
2025-11-02,常州市,2641,181,3697.4,1.40,14.59
2025-11-02,无锡市,1032,99,1444.8,1.40,10.42
2025-11-02,武汉市,2819,202,3946.6,1.40,13.96
2025-11-02,温州市,1415,183,1981,1.40,7.73
2025-11-02,芜湖市,521,49,729.4,1.40,10.63
2025-11-02,苏州市,10253,685,14354.2,1.40,14.97
2025-11-02,青岛市,567,141,793.8,1.40,4.02
2025-11-03,南京市,6830,295,9220.5,1.35,23.15
2025-11-03,南通市,1206,75,1688.4,1.40,16.08
2025-11-03,宁波市,4754,378,6655.6,1.40,12.58
2025-11-03,常州市,2641,181,3697.4,1.40,14.59
2025-11-03,无锡市,1032,99,1444.8,1.40,10.42
2025-11-03,武汉市,2819,202,3946.6,1.40,13.96
2025-11-03,温州市,1415,183,1981,1.40,7.73
2025-11-03,芜湖市,521,49,729.4,1.40,10.63
2025-11-03,苏州市,10253,685,14354.2,1.40,14.97
2025-11-03,青岛市,567,141,793.8,1.40,4.02
2025-11-04,南京市,6830,295,9220.5,1.35,23.15
2025-11-04,南通市,1206,75,1688.4,1.40,16.08
2025-11-04,宁波市,4754,378,6655.6,1.40,12.58
2025-11-04,常州市,2641,181,3697.4,1.40,14.59
2025-11-04,无锡市,1032,99,1444.8,1.40,10.42
2025-11-04,武汉市,2819,202,3946.6,1.40,13.96
2025-11-04,温州市,1415,183,1981,1.40,7.73
2025-11-04,芜湖市,521,49,729.4,1.40,10.63
2025-11-04,苏州市,10253,685,14354.2,1.40,14.97
2025-11-04,青岛市,567,141,793.8,1.40,4.02
2025-11-05,南京市,6830,295,9220.5,1.35,23.15
2025-11-05,南通市,1206,75,1688.4,1.40,16.08
2025-11-05,宁波市,4754,378,6655.6,1.40,12.58
2025-11-05,常州市,2641,181,3697.4,1.40,14.59
2025-11-05,无锡市,1032,99,1444.8,1.40,10.42
2025-11-05,武汉市,2819,202,3946.6,1.40,13.96
2025-11-05,温州市,1415,183,1981,1.40,7.73
2025-11-05,芜湖市,521,49,729.4,1.40,10.63
2025-11-05,苏州市,10253,685,14354.2,1.40,14.97
2025-11-05,青岛市,567,141,793.8,1.40,4.02
2025-11-06,南京市,6830,295,9220.5,1.35,23.15
2025-11-06,南通市,1206,75,1688.4,1.40,16.08
2025-11-06,宁波市,4754,378,6655.6,1.40,12.58
2025-11-06,常州市,2641,181,3697.4,1.40,14.59
2025-11-06,无锡市,1032,99,1444.8,1.40,10.42
2025-11-06,武汉市,2819,202,3946.6,1.40,13.96
2025-11-06,温州市,1415,183,1981,1.40,7.73
2025-11-06,芜湖市,521,49,729.4,1.40,10.63
2025-11-06,苏州市,10253,685,14354.2,1.40,14.97
2025-11-06,青岛市,567,141,793.8,1.40,4.02
2025-11-07,南京市,6830,295,9220.5,1.35,23.15
2025-11-07,南通市,1206,75,1688.4,1.40,16.08
2025-11-07,宁波市,4754,378,6655.6,1.40,12.58
2025-11-07,常州市,2641,181,3697.4,1.40,14.59
2025-11-07,无锡市,1032,99,1444.8,1.40,10.42
2025-11-07,武汉市,2819,202,3946.6,1.40,13.96
2025-11-07,温州市,1415,183,1981,1.40,7.73
2025-11-07,芜湖市,521,49,729.4,1.40,10.63
2025-11-07,苏州市,10253,685,14354.2,1.40,14.97
2025-11-07,青岛市,567,141,793.8,1.40,4.02
2025-11-08,南京市,6830,295,9220.5,1.35,23.15
2025-11-08,南通市,1206,75,1688.4,1.40,16.08
2025-11-08,宁波市,4754,378,6655.6,1.40,12.58
2025-11-08,常州市,2641,181,3697.4,1.40,14.59
2025-11-08,无锡市,1032,99,1444.8,1.40,10.42
2025-11-08,武汉市,2819,202,3946.6,1.40,13.96
2025-11-08,温州市,1415,183,1981,1.40,7.73
2025-11-08,芜湖市,521,49,729.4,1.40,10.63
2025-11-08,苏州市,10253,685,14354.2,1.40,14.97
2025-11-08,青岛市,567,141,793.8,1.40,4.02
2025-11-09,南京市,6830,295,9220.5,1.35,23.15
2025-11-09,南通市,1206,75,1688.4,1.40,16.08
2025-11-09,宁波市,4754,378,6655.6,1.40,12.58
2025-11-09,常州市,2641,181,3697.4,1.40,14.59
2025-11-09,无锡市,1032,99,1444.8,1.40,10.42
2025-11-09,武汉市,2819,202,3946.6,1.40,13.96
2025-11-09,温州市,1415,183,1981,1.40,7.73
2025-11-09,芜湖市,521,49,729.4,1.40,10.63
2025-11-09,苏州市,10253,685,14354.2,1.40,14.97
2025-11-09,青岛市,567,141,793.8,1.40,4.02
2025-11-10,南京市,6830,295,9220.5,1.35,23.15
2025-11-10,南通市,1206,75,1688.4,1.40,16.08
2025-11-10,宁波市,4754,378,6655.6,1.40,12.58
2025-11-10,常州市,2641,181,3697.4,1.40,14.59
2025-11-10,无锡市,1032,99,1444.8,1.40,10.42
2025-11-10,武汉市,2819,202,3946.6,1.40,13.96
2025-11-10,温州市,1415,183,1981,1.40,7.73
2025-11-10,芜湖市,521,49,729.4,1.40,10.63
2025-11-10,苏州市,10253,685,14354.2,1.40,14.97
2025-11-10,青岛市,567,141,793.8,1.40,4.02
2025-11-11,南京市,6830,295,9220.5,1.35,23.15
2025-11-11,南通市,1206,75,1688.4,1.40,16.08
2025-11-11,宁波市,4754,378,6655.6,1.40,12.58
2025-11-11,常州市,2641,181,3697.4,1.40,14.59
2025-11-11,无锡市,1032,99,1444.8,1.40,10.42
2025-11-11,武汉市,2819,202,3946.6,1.40,13.96
2025-11-11,温州市,1415,183,1981,1.40,7.73
2025-11-11,芜湖市,521,49,729.4,1.40,10.63
2025-11-11,苏州市,10253,685,14354.2,1.40,14.97
2025-11-11,青岛市,567,141,793.8,1.40,4.02
2025-11-12,南京市,6830,295,9220.5,1.35,23.15
2025-11-12,南通市,1206,75,1688.4,1.40,16.08
2025-11-12,宁波市,4754,378,6655.6,1.40,12.58
2025-11-12,常州市,2641,181,3697.4,1.40,14.59
2025-11-12,无锡市,1032,99,1444.8,1.40,10.42
2025-11-12,武汉市,2819,202,3946.6,1.40,13.96
2025-11-12,温州市,1415,183,1981,1.40,7.73
2025-11-12,芜湖市,521,49,729.4,1.40,10.63
2025-11-12,苏州市,10253,685,14354.2,1.40,14.97
2025-11-12,青岛市,567,141,793.8,1.40,4.02
2025-11-13,南京市,6830,295,9220.5,1.35,23.15
2025-11-13,南通市,1206,75,1688.4,1.40,16.08
2025-11-13,宁波市,4754,378,6655.6,1.40,12.58
2025-11-13,常州市,2641,181,3697.4,1.40,14.59
2025-11-13,无锡市,1032,99,1444.8,1.40,10.42
2025-11-13,武汉市,2819,202,3946.6,1.40,13.96
2025-11-13,温州市,1415,183,1981,1.40,7.73
2025-11-13,芜湖市,521,49,729.4,1.40,10.63
2025-11-13,苏州市,10253,685,14354.2,1.40,14.97
2025-11-13,青岛市,567,141,793.8,1.40,4.02
2025-11-14,南京市,6830,295,9220.5,1.35,23.15
2025-11-14,南通市,1206,75,1688.4,1.40,16.08
2025-11-14,宁波市,4754,378,6655.6,1.40,12.58
2025-11-14,常州市,2641,181,3697.4,1.40,14.59
2025-11-14,无锡市,1032,99,1444.8,1.40,10.42
2025-11-14,武汉市,2819,202,3946.6,1.40,13.96
2025-11-14,温州市,1415,183,1981,1.40,7.73
2025-11-14,芜湖市,521,49,729.4,1.40,10.63
2025-11-14,苏州市,10253,685,14354.2,1.40,14.97
2025-11-14,青岛市,567,141,793.8,1.40,4.02
2025-11-15,南京市,6830,295,9220.5,1.35,23.15
2025-11-15,南通市,1206,75,1688.4,1.40,16.08
2025-11-15,宁波市,4754,378,6655.6,1.40,12.58
2025-11-15,常州市,2641,181,3697.4,1.40,14.59
2025-11-15,无锡市,1032,99,1444.8,1.40,10.42
2025-11-15,武汉市,2819,202,3946.6,1.40,13.96
2025-11-15,温州市,1415,183,1981,1.40,7.73
2025-11-15,芜湖市,521,49,729.4,1.40,10.63
2025-11-15,苏州市,10253,685,14354.2,1.40,14.97
2025-11-15,青岛市,567,141,793.8,1.40,4.02
2025-11-16,南京市,6830,295,9220.5,1.35,23.15
2025-11-16,南通市,1206,75,1688.4,1.40,16.08
2025-11-16,宁波市,4754,378,6655.6,1.40,12.58
2025-11-16,常州市,2641,181,3697.4,1.40,14.59
2025-11-16,无锡市,1032,99,1444.8,1.40,10.42
2025-11-16,武汉市,2819,202,3946.6,1.40,13.96
2025-11-16,温州市,1415,183,1981,1.40,7.73
2025-11-16,芜湖市,521,49,729.4,1.40,10.63
2025-11-16,苏州市,10253,685,14354.2,1.40,14.97
2025-11-16,青岛市,567,141,793.8,1.40,4.02
2025-11-17,南京市,6830,295,9220.5,1.35,23.15
2025-11-17,南通市,1206,75,1688.4,1.40,16.08
2025-11-17,宁波市,4754,378,6655.6,1.40,12.58
2025-11-17,常州市,2641,181,3697.4,1.40,14.59
2025-11-17,无锡市,1032,99,1444.8,1.40,10.42
2025-11-17,武汉市,2819,202,3946.6,1.40,13.96
2025-11-17,温州市,1415,183,1981,1.40,7.73
2025-11-17,芜湖市,521,49,729.4,1.40,10.63
2025-11-17,苏州市,10253,685,14354.2,1.40,14.97
2025-11-17,青岛市,567,141,793.8,1.40,4.02
2025-11-18,南京市,6830,295,9220.5,1.35,23.15
2025-11-18,南通市,1206,75,1688.4,1.40,16.08
2025-11-18,宁波市,4754,378,6655.6,1.40,12.58
2025-11-18,常州市,2641,181,3697.4,1.40,14.59
2025-11-18,无锡市,1032,99,1444.8,1.40,10.42
2025-11-18,武汉市,2819,202,3946.6,1.40,13.96
2025-11-18,温州市,1415,183,1981,1.40,7.73
2025-11-18,芜湖市,521,49,729.4,1.40,10.63
2025-11-18,苏州市,10253,685,14354.2,1.40,14.97
2025-11-18,青岛市,567,141,793.8,1.40,4.02
2025-11-19,南京市,6830,295,9220.5,1.35,23.15
2025-11-19,南通市,1206,75,1688.4,1.40,16.08
2025-11-19,宁波市,4754,378,6655.6,1.40,12.58
2025-11-19,常州市,2641,181,3697.4,1.40,14.59
2025-11-19,无锡市,1032,99,1444.8,1.40,10.42
2025-11-19,武汉市,2819,202,3946.6,1.40,13.96
2025-11-19,温州市,1415,183,1981,1.40,7.73
2025-11-19,芜湖市,521,49,729.4,1.40,10.63
2025-11-19,苏州市,10253,685,14354.2,1.40,14.97
2025-11-19,青岛市,567,141,793.8,1.40,4.02
2025-11-20,南京市,6830,295,9220.5,1.35,23.15
2025-11-20,南通市,1206,75,1688.4,1.40,16.08
2025-11-20,宁波市,4754,378,6655.6,1.40,12.58
2025-11-20,常州市,2641,181,3697.4,1.40,14.59
2025-11-20,无锡市,1032,99,1444.8,1.40,10.42
2025-11-20,武汉市,2819,202,3946.6,1.40,13.96
2025-11-20,温州市,1415,183,1981,1.40,7.73
2025-11-20,芜湖市,521,49,729.4,1.40,10.63
2025-11-20,苏州市,10253,685,14354.2,1.40,14.97
2025-11-20,青岛市,567,141,793.8,1.40,4.02
2025-11-21,南京市,6830,295,9220.5,1.35,23.15
2025-11-21,南通市,1206,75,1688.4,1.40,16.08
2025-11-21,宁波市,4754,378,6655.6,1.40,12.58
2025-11-21,常州市,2641,181,3697.4,1.40,14.59
2025-11-21,无锡市,1032,99,1444.8,1.40,10.42
2025-11-21,武汉市,2819,202,3946.6,1.40,13.96
2025-11-21,温州市,1415,183,1981,1.40,7.73
2025-11-21,芜湖市,521,49,729.4,1.40,10.63
2025-11-21,苏州市,10253,685,14354.2,1.40,14.97
2025-11-21,青岛市,567,141,793.8,1.40,4.02
2025-11-22,南京市,6830,295,9220.5,1.35,23.15
2025-11-22,南通市,1206,75,1688.4,1.40,16.08
2025-11-22,宁波市,4754,378,6655.6,1.40,12.58
2025-11-22,常州市,2641,181,3697.4,1.40,14.59
2025-11-22,无锡市,1032,99,1444.8,1.40,10.42
2025-11-22,武汉市,2819,202,3946.6,1.40,13.96
2025-11-22,温州市,1415,183,1981,1.40,7.73
2025-11-22,芜湖市,521,49,729.4,1.40,10.63
2025-11-22,苏州市,10253,685,14354.2,1.40,14.97
2025-11-22,青岛市,567,141,793.8,1.40,4.02
2025-11-23,南京市,6830,295,9220.5,1.35,23.15
2025-11-23,南通市,1206,75,1688.4,1.40,16.08
2025-11-23,宁波市,4754,378,6655.6,1.40,12.58
2025-11-23,常州市,2641,181,3697.4,1.40,14.59
2025-11-23,无锡市,1032,99,1444.8,1.40,10.42
2025-11-23,武汉市,2819,202,3946.6,1.40,13.96
2025-11-23,温州市,1415,183,1981,1.40,7.73
2025-11-23,芜湖市,521,49,729.4,1.40,10.63
2025-11-23,苏州市,10253,685,14354.2,1.40,14.97
2025-11-23,青岛市,567,141,793.8,1.40,4.02
2025-11-24,南京市,6830,295,9220.5,1.35,23.15
2025-11-24,南通市,1206,75,1688.4,1.40,16.08
2025-11-24,宁波市,4754,378,6655.6,1.40,12.58
2025-11-24,常州市,2641,181,3697.4,1.40,14.59
2025-11-24,无锡市,1032,99,1444.8,1.40,10.42
2025-11-24,武汉市,2819,202,3946.6,1.40,13.96
2025-11-24,温州市,1415,183,1981,1.40,7.73
2025-11-24,芜湖市,521,49,729.4,1.40,10.63
2025-11-24,苏州市,10253,685,14354.2,1.40,14.97
2025-11-24,青岛市,567,141,793.8,1.40,4.02
2025-11-25,南京市,6830,295,9220.5,1.35,23.15
2025-11-25,南通市,1206,75,1688.4,1.40,16.08
2025-11-25,宁波市,4754,378,6655.6,1.40,12.58
2025-11-25,常州市,2641,181,3697.4,1.40,14.59
2025-11-25,无锡市,1032,99,1444.8,1.40,10.42
2025-11-25,武汉市,2819,202,3946.6,1.40,13.96
2025-11-25,温州市,1415,183,1981,1.40,7.73
2025-11-25,芜湖市,521,49,729.4,1.40,10.63
2025-11-25,苏州市,10253,685,14354.2,1.40,14.97
2025-11-25,青岛市,567,141,793.8,1.40,4.02
2025-11-26,南京市,6830,295,9220.5,1.35,23.15
2025-11-26,南通市,1206,75,1688.4,1.40,16.08
2025-11-26,宁波市,4754,378,6655.6,1.40,12.58
2025-11-26,常州市,2641,181,3697.4,1.40,14.59
2025-11-26,无锡市,1032,99,1444.8,1.40,10.42
2025-11-26,武汉市,2819,202,3946.6,1.40,13.96
2025-11-26,温州市,1415,183,1981,1.40,7.73
2025-11-26,芜湖市,521,49,729.4,1.40,10.63
2025-11-26,苏州市,10253,685,14354.2,1.40,14.97
2025-11-26,青岛市,567,141,793.8,1.40,4.02
2025-11-27,南京市,6830,295,9220.5,1.35,23.15
2025-11-27,南通市,1206,75,1688.4,1.40,16.08
2025-11-27,宁波市,4754,378,6655.6,1.40,12.58
2025-11-27,常州市,2641,181,3697.4,1.40,14.59
2025-11-27,无锡市,1032,99,1444.8,1.40,10.42
2025-11-27,武汉市,2819,202,3946.6,1.40,13.96
2025-11-27,温州市,1415,183,1981,1.40,7.73
2025-11-27,芜湖市,521,49,729.4,1.40,10.63
2025-11-27,苏州市,10253,685,14354.2,1.40,14.97
2025-11-27,青岛市,567,141,793.8,1.40,4.02
2025-11-28,南京市,6830,295,9220.5,1.35,23.15
2025-11-28,南通市,1206,75,1688.4,1.40,16.08
2025-11-28,宁波市,4754,378,6655.6,1.40,12.58
2025-11-28,常州市,2641,181,3697.4,1.40,14.59
2025-11-28,无锡市,1032,99,1444.8,1.40,10.42
2025-11-28,武汉市,2819,202,3946.6,1.40,13.96
2025-11-28,温州市,1415,183,1981,1.40,7.73
2025-11-28,芜湖市,521,49,729.4,1.40,10.63
2025-11-28,苏州市,10253,685,14354.2,1.40,14.97
2025-11-28,青岛市,567,141,793.8,1.40,4.02
2025-11-29,南京市,6830,295,9220.5,1.35,23.15
2025-11-29,南通市,1206,75,1688.4,1.40,16.08
2025-11-29,宁波市,4754,378,6655.6,1.40,12.58
2025-11-29,常州市,2641,181,3697.4,1.40,14.59
2025-11-29,无锡市,1032,99,1444.8,1.40,10.42
2025-11-29,武汉市,2819,202,3946.6,1.40,13.96
2025-11-29,温州市,1415,183,1981,1.40,7.73
2025-11-29,芜湖市,521,49,729.4,1.40,10.63
2025-11-29,苏州市,10253,685,14354.2,1.40,14.97
2025-11-29,青岛市,567,141,793.8,1.40,4.02
2025-11-30,南京市,6830,295,9220.5,1.35,23.15
2025-11-30,南通市,1206,75,1688.4,1.40,16.08
2025-11-30,宁波市,4754,378,6655.6,1.40,12.58
2025-11-30,常州市,2641,181,3697.4,1.40,14.59
2025-11-30,无锡市,1032,99,1444.8,1.40,10.42
2025-11-30,武汉市,2819,202,3946.6,1.40,13.96
2025-11-30,温州市,1415,183,1981,1.40,7.73
2025-11-30,芜湖市,521,49,729.4,1.40,10.63
2025-11-30,苏州市,10253,685,14354.2,1.40,14.97
2025-11-30,青岛市,567,141,793.8,1.40,4.02
2025-12-01,南京市,6247,309,8361,1.34,20.22
2025-12-01,南通市,1116,74,1580,1.42,15.08
2025-12-01,宁波市,4484,353,6332,1.41,12.70
2025-12-01,常州市,2528,177,3580,1.42,14.28
2025-12-01,无锡市,1103,89,1518,1.38,12.39
2025-12-01,武汉市,3229,206,4494,1.39,15.67
2025-12-01,温州市,1659,176,2433,1.47,9.43
2025-12-01,芜湖市,498,44,720,1.45,11.32
2025-12-01,苏州市,9935,654,13885,1.40,15.19
2025-12-01,青岛市,467,163,1200,2.57,2.87
2025-12-02,南京市,6247,309,8361,1.34,20.22
2025-12-02,南通市,1116,74,1580,1.42,15.08
2025-12-02,宁波市,4484,353,6332,1.41,12.70
2025-12-02,常州市,2528,177,3580,1.42,14.28
2025-12-02,无锡市,1103,89,1518,1.38,12.39
2025-12-02,武汉市,3229,206,4494,1.39,15.67
2025-12-02,温州市,1659,176,2433,1.47,9.43
2025-12-02,芜湖市,498,44,720,1.45,11.32
2025-12-02,苏州市,9935,654,13885,1.40,15.19
2025-12-02,青岛市,467,163,1200,2.57,2.87
2025-12-03,南京市,6247,309,8361,1.34,20.22
2025-12-03,南通市,1116,74,1580,1.42,15.08
2025-12-03,宁波市,4484,353,6332,1.41,12.70
2025-12-03,常州市,2528,177,3580,1.42,14.28
2025-12-03,无锡市,1103,89,1518,1.38,12.39
2025-12-03,武汉市,3229,206,4494,1.39,15.67
2025-12-03,温州市,1659,176,2433,1.47,9.43
2025-12-03,芜湖市,498,44,720,1.45,11.32
2025-12-03,苏州市,9935,654,13885,1.40,15.19
2025-12-03,青岛市,467,163,1200,2.57,2.87
2025-12-04,南京市,6247,309,8361,1.34,20.22
2025-12-04,南通市,1116,74,1580,1.42,15.08
2025-12-04,宁波市,4484,353,6332,1.41,12.70
2025-12-04,常州市,2528,177,3580,1.42,14.28
2025-12-04,无锡市,1103,89,1518,1.38,12.39
2025-12-04,武汉市,3229,206,4494,1.39,15.67
2025-12-04,温州市,1659,176,2433,1.47,9.43
2025-12-04,芜湖市,498,44,720,1.45,11.32
2025-12-04,苏州市,9935,654,13885,1.40,15.19
2025-12-04,青岛市,467,163,1200,2.57,2.87
2025-12-05,南京市,6247,309,8361,1.34,20.22
2025-12-05,南通市,1116,74,1580,1.42,15.08
2025-12-05,宁波市,4484,353,6332,1.41,12.70
2025-12-05,常州市,2528,177,3580,1.42,14.28
2025-12-05,无锡市,1103,89,1518,1.38,12.39
2025-12-05,武汉市,3229,206,4494,1.39,15.67
2025-12-05,温州市,1659,176,2433,1.47,9.43
2025-12-05,芜湖市,498,44,720,1.45,11.32
2025-12-05,苏州市,9935,654,13885,1.40,15.19
2025-12-05,青岛市,467,163,1200,2.57,2.87
2025-12-06,南京市,6247,309,8361,1.34,20.22
2025-12-06,南通市,1116,74,1580,1.42,15.08
2025-12-06,宁波市,4484,353,6332,1.41,12.70
2025-12-06,常州市,2528,177,3580,1.42,14.28
2025-12-06,无锡市,1103,89,1518,1.38,12.39
2025-12-06,武汉市,3229,206,4494,1.39,15.67
2025-12-06,温州市,1659,176,2433,1.47,9.43
2025-12-06,芜湖市,498,44,720,1.45,11.32
2025-12-06,苏州市,9935,654,13885,1.40,15.19
2025-12-06,青岛市,467,163,1200,2.57,2.87
2025-12-07,南京市,6247,309,8361,1.34,20.22
2025-12-07,南通市,1116,74,1580,1.42,15.08
2025-12-07,宁波市,4484,353,6332,1.41,12.70
2025-12-07,常州市,2528,177,3580,1.42,14.28
2025-12-07,无锡市,1103,89,1518,1.38,12.39
2025-12-07,武汉市,3229,206,4494,1.39,15.67
2025-12-07,温州市,1659,176,2433,1.47,9.43
2025-12-07,芜湖市,498,44,720,1.45,11.32
2025-12-07,苏州市,9935,654,13885,1.40,15.19
2025-12-07,青岛市,467,163,1200,2.57,2.87
2025-12-08,南京市,6247,309,8361,1.34,20.22
2025-12-08,南通市,1116,74,1580,1.42,15.08
2025-12-08,宁波市,4484,353,6332,1.41,12.70
2025-12-08,常州市,2528,177,3580,1.42,14.28
2025-12-08,无锡市,1103,89,1518,1.38,12.39
2025-12-08,武汉市,3229,206,4494,1.39,15.67
2025-12-08,温州市,1659,176,2433,1.47,9.43
2025-12-08,芜湖市,498,44,720,1.45,11.32
2025-12-08,苏州市,9935,654,13885,1.40,15.19
2025-12-08,青岛市,467,163,1200,2.57,2.87
2025-12-09,南京市,6247,309,8361,1.34,20.22
2025-12-09,南通市,1116,74,1580,1.42,15.08
2025-12-09,宁波市,4484,353,6332,1.41,12.70
2025-12-09,常州市,2528,177,3580,1.42,14.28
2025-12-09,无锡市,1103,89,1518,1.38,12.39
2025-12-09,武汉市,3229,206,4494,1.39,15.67
2025-12-09,温州市,1659,176,2433,1.47,9.43
2025-12-09,芜湖市,498,44,720,1.45,11.32
2025-12-09,苏州市,9935,654,13885,1.40,15.19
2025-12-09,青岛市,467,163,1200,2.57,2.87
2025-12-10,南京市,6247,309,8361,1.34,20.22
2025-12-10,南通市,1116,74,1580,1.42,15.08
2025-12-10,宁波市,4484,353,6332,1.41,12.70
2025-12-10,常州市,2528,177,3580,1.42,14.28
